ayah_id,ayah_text,normalized_text
1704,قل هذه سبيلي أدعو إلى الله ۚ على بصيرة أنا ومن اتبعني ۖ وسبحان الله وما أنا من المشركين,قل هذه سبيلي ادعو الي الله ۚ علي بصيره انا ومن اتبعني ۖ وسبحان الله وما انا من المشركين
1705,وما أرسلنا من قبلك إلا رجالا نوحي إليهم من أهل القرى ۗ أفلم يسيروا في الأرض فينظروا كيف كان عاقبة الذين من قبلهم ۗ ولدار الآخرة خير للذين اتقوا ۗ أفلا تعقلون,وما ارسلنا من قبلك الا رجالا نوحي اليهم من اهل القري ۗ افلم يسيروا في الارض فينظروا كيف كان عاقبه الذين من قبلهم ۗ ولدار الاخره خير للذين اتقوا ۗ افلا تعقلون
1706,حتى إذا استيأس الرسل وظنوا أنهم قد كذبوا جاءهم نصرنا فنجي من نشاء ۖ ولا يرد بأسنا عن القوم المجرمين,حتي اذا استياس الرسل وظنوا انهم قد كذبوا جاءهم نصرنا فنجي من نشاء ۖ ولا يرد باسنا عن القوم المجرمين
1707,لقد كان في قصصهم عبرة لأولي الألباب ۗ ما كان حديثا يفترى ولكن تصديق الذي بين يديه وتفصيل كل شيء وهدى ورحمة لقوم يؤمنون,لقد كان في قصصهم عبره لاولي الالباب ۗ ما كان حديثا يفتري ولكن تصديق الذي بين يديه وتفصيل كل شيء وهدي ورحمه لقوم يومنون
1708,بسم الله الرحمن الرحيم المر ۚ تلك آيات الكتاب ۗ والذي أنزل إليك من ربك الحق ولكن أكثر الناس لا يؤمنون,بسم الله الرحمن الرحيم المر ۚ تلك ايات الكتاب ۗ والذي انزل اليك من ربك الحق ولكن اكثر الناس لا يومنون
1709,الله الذي رفع السماوات بغير عمد ترونها ۖ ثم استوى على العرش ۖ وسخر الشمس والقمر ۖ كل يجري لأجل مسمى ۚ يدبر الأمر يفصل الآيات لعلكم بلقاء ربكم توقنون,الله الذي رفع السماوات بغير عمد ترونها ۖ ثم استوي علي العرش ۖ وسخر الشمس والقمر ۖ كل يجري لاجل مسمي ۚ يدبر الامر يفصل الايات لعلكم بلقاء ربكم توقنون
1710,وهو الذي مد الأرض وجعل فيها رواسي وأنهارا ۖ ومن كل الثمرات جعل فيها زوجين اثنين ۖ يغشي الليل النهار ۚ إن في ذلك لآيات لقوم يتفكرون,وهو الذي مد الارض وجعل فيها رواسي وانهارا ۖ ومن كل الثمرات جعل فيها زوجين اثنين ۖ يغشي الليل النهار ۚ ان في ذلك لايات لقوم يتفكرون
1711,وفي الأرض قطع متجاورات وجنات من أعناب وزرع ونخيل صنوان وغير صنوان يسقى بماء واحد ونفضل بعضها على بعض في الأكل ۚ إن في ذلك لآيات لقوم يعقلون,وفي الارض قطع متجاورات وجنات من اعناب وزرع ونخيل صنوان وغير صنوان يسقي بماء واحد ونفضل بعضها علي بعض في الاكل ۚ ان في ذلك لايات لقوم يعقلون
1712,وإن تعجب فعجب قولهم أإذا كنا ترابا أإنا لفي خلق جديد ۗ أولئك الذين كفروا بربهم ۖ وأولئك الأغلال في أعناقهم ۖ وأولئك أصحاب النار ۖ هم فيها خالدون,وان تعجب فعجب قولهم ااذا كنا ترابا اانا لفي خلق جديد ۗ اوليك الذين كفروا بربهم ۖ واوليك الاغلال في اعناقهم ۖ واوليك اصحاب النار ۖ هم فيها خالدون
1713,ويستعجلونك بالسيئة قبل الحسنة وقد خلت من قبلهم المثلات ۗ وإن ربك لذو مغفرة للناس على ظلمهم ۖ وإن ربك لشديد العقاب,ويستعجلونك بالسييه قبل الحسنه وقد خلت من قبلهم المثلات ۗ وان ربك لذو مغفره للناس علي ظلمهم ۖ وان ربك لشديد العقاب
1714,ويقول الذين كفروا لولا أنزل عليه آية من ربه ۗ إنما أنت منذر ۖ ولكل قوم هاد,ويقول الذين كفروا لولا انزل عليه ايه من ربه ۗ انما انت منذر ۖ ولكل قوم هاد
1715,الله يعلم ما تحمل كل أنثى وما تغيض الأرحام وما تزداد ۖ وكل شيء عنده بمقدار,الله يعلم ما تحمل كل انثي وما تغيض الارحام وما تزداد ۖ وكل شيء عنده بمقدار
1716,عالم الغيب والشهادة الكبير المتعال,عالم الغيب والشهاده الكبير المتعال
1717,سواء منكم من أسر القول ومن جهر به ومن هو مستخف بالليل وسارب بالنهار,سواء منكم من اسر القول ومن جهر به ومن هو مستخف بالليل وسارب بالنهار
1718,له معقبات من بين يديه ومن خلفه يحفظونه من أمر الله ۗ إن الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم ۗ وإذا أراد الله بقوم سوءا فلا مرد له ۚ وما لهم من دونه من وال,له معقبات من بين يديه ومن خلفه يحفظونه من امر الله ۗ ان الله لا يغير ما بقوم حتي يغيروا ما بانفسهم ۗ واذا اراد الله بقوم سوءا فلا مرد له ۚ وما لهم من دونه من وال
1719,هو الذي يريكم البرق خوفا وطمعا وينشئ السحاب الثقال,هو الذي يريكم البرق خوفا وطمعا وينشي السحاب الثقال
1720,ويسبح الرعد بحمده والملائكة من خيفته ويرسل الصواعق فيصيب بها من يشاء وهم يجادلون في الله وهو شديد المحال,ويسبح الرعد بحمده والملايكه من خيفته ويرسل الصواعق فيصيب بها من يشاء وهم يجادلون في الله وهو شديد المحال
1721,له دعوة الحق ۖ والذين يدعون من دونه لا يستجيبون لهم بشيء إلا كباسط كفيه إلى الماء ليبلغ فاه وما هو ببالغه ۚ وما دعاء الكافرين إلا في ضلال,له دعوه الحق ۖ والذين يدعون من دونه لا يستجيبون لهم بشيء الا كباسط كفيه الي الماء ليبلغ فاه وما هو ببالغه ۚ وما دعاء الكافرين الا في ضلال
1722,ولله يسجد من في السماوات والأرض طوعا وكرها وظلالهم بالغدو والآصال,ولله يسجد من في السماوات والارض طوعا وكرها وظلالهم بالغدو والاصال
1723,قل من رب السماوات والأرض قل الله ۚ قل أفاتخذتم من دونه أولياء لا يملكون لأنفسهم نفعا ولا ضرا ۚ قل هل يستوي الأعمى والبصير أم هل تستوي الظلمات والنور ۗ أم جعلوا لله شركاء خلقوا كخلقه فتشابه الخلق عليهم ۚ قل الله خالق كل شيء وهو الواحد القهار,قل من رب السماوات والارض قل الله ۚ قل افاتخذتم من دونه اولياء لا يملكون لانفسهم نفعا ولا ضرا ۚ قل هل يستوي الاعمي والبصير ام هل تستوي الظلمات والنور ۗ ام جعلوا لله شركاء خلقوا كخلقه فتشابه الخلق عليهم ۚ قل الله خالق كل شيء وهو الواحد القهار
1724,أنزل من السماء ماء فسالت أودية بقدرها فاحتمل السيل زبدا رابيا ۚ ومما يوقدون عليه في النار ابتغاء حلية أو متاع زبد مثله ۚ كذلك يضرب الله الحق والباطل ۚ فأما الزبد فيذهب جفاء ۖ وأما ما ينفع الناس فيمكث في الأرض ۚ كذلك يضرب الله الأمثال,انزل من السماء ماء فسالت اوديه بقدرها فاحتمل السيل زبدا رابيا ۚ ومما يوقدون عليه في النار ابتغاء حليه او متاع زبد مثله ۚ كذلك يضرب الله الحق والباطل ۚ فاما الزبد فيذهب جفاء ۖ واما ما ينفع الناس فيمكث في الارض ۚ كذلك يضرب الله الامثال
1725,للذين استجابوا لربهم الحسنى ۚ والذين لم يستجيبوا له لو أن لهم ما في الأرض جميعا ومثله معه لافتدوا به ۚ أولئك لهم سوء الحساب ومأواهم جهنم ۖ وبئس المهاد,للذين استجابوا لربهم الحسني ۚ والذين لم يستجيبوا له لو ان لهم ما في الارض جميعا ومثله معه لافتدوا به ۚ اوليك لهم سوء الحساب وماواهم جهنم ۖ وبيس المهاد
1726,أفمن يعلم أنما أنزل إليك من ربك الحق كمن هو أعمى ۚ إنما يتذكر أولو الألباب,افمن يعلم انما انزل اليك من ربك الحق كمن هو اعمي ۚ انما يتذكر اولو الالباب
1727,الذين يوفون بعهد الله ولا ينقضون الميثاق,الذين يوفون بعهد الله ولا ينقضون الميثاق
1728,والذين يصلون ما أمر الله به أن يوصل ويخشون ربهم ويخافون سوء الحساب,والذين يصلون ما امر الله به ان يوصل ويخشون ربهم ويخافون سوء الحساب
1729,والذين صبروا ابتغاء وجه ربهم وأقاموا الصلاة وأنفقوا مما رزقناهم سرا وعلانية ويدرءون بالحسنة السيئة أولئك لهم عقبى الدار,والذين صبروا ابتغاء وجه ربهم واقاموا الصلاه وانفقوا مما رزقناهم سرا وعلانيه ويدرءون بالحسنه السييه اوليك لهم عقبي الدار
1730,جنات عدن يدخلونها ومن صلح من آبائهم وأزواجهم وذرياتهم ۖ والملائكة يدخلون عليهم من كل باب,جنات عدن يدخلونها ومن صلح من ابايهم وازواجهم وذرياتهم ۖ والملايكه يدخلون عليهم من كل باب
1731,سلام عليكم بما صبرتم ۚ فنعم عقبى الدار,سلام عليكم بما صبرتم ۚ فنعم عقبي الدار
1732,والذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض ۙ أولئك لهم اللعنة ولهم سوء الدار,والذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما امر الله به ان يوصل ويفسدون في الارض ۙ اوليك لهم اللعنه ولهم سوء الدار
1733,الله يبسط الرزق لمن يشاء ويقدر ۚ وفرحوا بالحياة الدنيا وما الحياة الدنيا في الآخرة إلا متاع,الله يبسط الرزق لمن يشاء ويقدر ۚ وفرحوا بالحياه الدنيا وما الحياه الدنيا في الاخره الا متاع
1734,ويقول الذين كفروا لولا أنزل عليه آية من ربه ۗ قل إن الله يضل من يشاء ويهدي إليه من أناب,ويقول الذين كفروا لولا انزل عليه ايه من ربه ۗ قل ان الله يضل من يشاء ويهدي اليه من اناب
1735,الذين آمنوا وتطمئن قلوبهم بذكر الله ۗ ألا بذكر الله تطمئن القلوب,الذين امنوا وتطمين قلوبهم بذكر الله ۗ الا بذكر الله تطمين القلوب
1736,الذين آمنوا وعملوا الصالحات طوبى لهم وحسن مآب,الذين امنوا وعملوا الصالحات طوبي لهم وحسن ماب
1737,كذلك أرسلناك في أمة قد خلت من قبلها أمم لتتلو عليهم الذي أوحينا إليك وهم يكفرون بالرحمن ۚ قل هو ربي لا إله إلا هو عليه توكلت وإليه متاب,كذلك ارسلناك في امه قد خلت من قبلها امم لتتلو عليهم الذي اوحينا اليك وهم يكفرون بالرحمن ۚ قل هو ربي لا اله الا هو عليه توكلت واليه متاب
1738,ولو أن قرآنا سيرت به الجبال أو قطعت به الأرض أو كلم به الموتى ۗ بل لله الأمر جميعا ۗ أفلم ييأس الذين آمنوا أن لو يشاء الله لهدى الناس جميعا ۗ ولا يزال الذين كفروا تصيبهم بما صنعوا قارعة أو تحل قريبا من دارهم حتى يأتي وعد الله ۚ إن الله لا يخلف الميعاد,ولو ان قرانا سيرت به الجبال او قطعت به الارض او كلم به الموتي ۗ بل لله الامر جميعا ۗ افلم يياس الذين امنوا ان لو يشاء الله لهدي الناس جميعا ۗ ولا يزال الذين كفروا تصيبهم بما صنعوا قارعه او تحل قريبا من دارهم حتي ياتي وعد الله ۚ ان الله لا يخلف الميعاد
1739,ولقد استهزئ برسل من قبلك فأمليت للذين كفروا ثم أخذتهم ۖ فكيف كان عقاب,ولقد استهزي برسل من قبلك فامليت للذين كفروا ثم اخذتهم ۖ فكيف كان عقاب
1740,أفمن هو قائم على كل نفس بما كسبت ۗ وجعلوا لله شركاء قل سموهم ۚ أم تنبئونه بما لا يعلم في الأرض أم بظاهر من القول ۗ بل زين للذين كفروا مكرهم وصدوا عن السبيل ۗ ومن يضلل الله فما له من هاد,افمن هو قايم علي كل نفس بما كسبت ۗ وجعلوا لله شركاء قل سموهم ۚ ام تنبيونه بما لا يعلم في الارض ام بظاهر من القول ۗ بل زين للذين كفروا مكرهم وصدوا عن السبيل ۗ ومن يضلل الله فما له من هاد
1741,لهم عذاب في الحياة الدنيا ۖ ولعذاب الآخرة أشق ۖ وما لهم من الله من واق,لهم عذاب في الحياه الدنيا ۖ ولعذاب الاخره اشق ۖ وما لهم من الله من واق
1742,مثل الجنة التي وعد المتقون ۖ تجري من تحتها الأنهار ۖ أكلها دائم وظلها ۚ تلك عقبى الذين اتقوا ۖ وعقبى الكافرين النار,مثل الجنه التي وعد المتقون ۖ تجري من تحتها الانهار ۖ اكلها دايم وظلها ۚ تلك عقبي الذين اتقوا ۖ وعقبي الكافرين النار
1743,والذين آتيناهم الكتاب يفرحون بما أنزل إليك ۖ ومن الأحزاب من ينكر بعضه ۚ قل إنما أمرت أن أعبد الله ولا أشرك به ۚ إليه أدعو وإليه مآب,والذين اتيناهم الكتاب يفرحون بما انزل اليك ۖ ومن الاحزاب من ينكر بعضه ۚ قل انما امرت ان اعبد الله ولا اشرك به ۚ اليه ادعو واليه ماب
1744,وكذلك أنزلناه حكما عربيا ۚ ولئن اتبعت أهواءهم بعد ما جاءك من العلم ما لك من الله من ولي ولا واق,وكذلك انزلناه حكما عربيا ۚ ولين اتبعت اهواءهم بعد ما جاءك من العلم ما لك من الله من ولي ولا واق
1745,ولقد أرسلنا رسلا من قبلك وجعلنا لهم أزواجا وذرية ۚ وما كان لرسول أن يأتي بآية إلا بإذن الله ۗ لكل أجل كتاب,ولقد ارسلنا رسلا من قبلك وجعلنا لهم ازواجا وذريه ۚ وما كان لرسول ان ياتي بايه الا باذن الله ۗ لكل اجل كتاب
1746,يمحو الله ما يشاء ويثبت ۖ وعنده أم الكتاب,يمحو الله ما يشاء ويثبت ۖ وعنده ام الكتاب
1747,وإن ما نرينك بعض الذي نعدهم أو نتوفينك فإنما عليك البلاغ وعلينا الحساب,وان ما نرينك بعض الذي نعدهم او نتوفينك فانما عليك البلاغ وعلينا الحساب
1748,أولم يروا أنا نأتي الأرض ننقصها من أطرافها ۚ والله يحكم لا معقب لحكمه ۚ وهو سريع الحساب,اولم يروا انا ناتي الارض ننقصها من اطرافها ۚ والله يحكم لا معقب لحكمه ۚ وهو سريع الحساب
1749,وقد مكر الذين من قبلهم فلله المكر جميعا ۖ يعلم ما تكسب كل نفس ۗ وسيعلم الكفار لمن عقبى الدار,وقد مكر الذين من قبلهم فلله المكر جميعا ۖ يعلم ما تكسب كل نفس ۗ وسيعلم الكفار لمن عقبي الدار
1750,ويقول الذين كفروا لست مرسلا ۚ قل كفى بالله شهيدا بيني وبينكم ومن عنده علم الكتاب,ويقول الذين كفروا لست مرسلا ۚ قل كفي بالله شهيدا بيني وبينكم ومن عنده علم الكتاب
1751,بسم الله الرحمن الرحيم الر ۚ كتاب أنزلناه إليك لتخرج الناس من الظلمات إلى النور بإذن ربهم إلى صراط العزيز الحميد,بسم الله الرحمن الرحيم الر ۚ كتاب انزلناه اليك لتخرج الناس من الظلمات الي النور باذن ربهم الي صراط العزيز الحميد
1752,الله الذي له ما في السماوات وما في الأرض ۗ وويل للكافرين من عذاب شديد,الله الذي له ما في السماوات وما في الارض ۗ وويل للكافرين من عذاب شديد
1753,الذين يستحبون الحياة الدنيا على الآخرة ويصدون عن سبيل الله ويبغونها عوجا ۚ أولئك في ضلال بعيد,الذين يستحبون الحياه الدنيا علي الاخره ويصدون عن سبيل الله ويبغونها عوجا ۚ اوليك في ضلال بعيد
1754,وما أرسلنا من رسول إلا بلسان قومه ليبين لهم ۖ فيضل الله من يشاء ويهدي من يشاء ۚ وهو العزيز الحكيم,وما ارسلنا من رسول الا بلسان قومه ليبين لهم ۖ فيضل الله من يشاء ويهدي من يشاء ۚ وهو العزيز الحكيم
1755,ولقد أرسلنا موسى بآياتنا أن أخرج قومك من الظلمات إلى النور وذكرهم بأيام الله ۚ إن في ذلك لآيات لكل صبار شكور,ولقد ارسلنا موسي باياتنا ان اخرج قومك من الظلمات الي النور وذكرهم بايام الله ۚ ان في ذلك لايات لكل صبار شكور
1756,وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم ۚ وفي ذلكم بلاء من ربكم عظيم,واذ قال موسي لقومه اذكروا نعمه الله عليكم اذ انجاكم من ال فرعون يسومونكم سوء العذاب ويذبحون ابناءكم ويستحيون نساءكم ۚ وفي ذلكم بلاء من ربكم عظيم
1757,وإذ تأذن ربكم لئن شكرتم لأزيدنكم ۖ ولئن كفرتم إن عذابي لشديد,واذ تاذن ربكم لين شكرتم لازيدنكم ۖ ولين كفرتم ان عذابي لشديد
1758,وقال موسى إن تكفروا أنتم ومن في الأرض جميعا فإن الله لغني حميد,وقال موسي ان تكفروا انتم ومن في الارض جميعا فان الله لغني حميد
1759,ألم يأتكم نبأ الذين من قبلكم قوم نوح وعاد وثمود ۛ والذين من بعدهم ۛ لا يعلمهم إلا الله ۚ جاءتهم رسلهم بالبينات فردوا أيديهم في أفواههم وقالوا إنا كفرنا بما أرسلتم به وإنا لفي شك مما تدعوننا إليه مريب,الم ياتكم نبا الذين من قبلكم قوم نوح وعاد وثمود ۛ والذين من بعدهم ۛ لا يعلمهم الا الله ۚ جاءتهم رسلهم بالبينات فردوا ايديهم في افواههم وقالوا انا كفرنا بما ارسلتم به وانا لفي شك مما تدعوننا اليه مريب
1760,قالت رسلهم أفي الله شك فاطر السماوات والأرض ۖ يدعوكم ليغفر لكم من ذنوبكم ويؤخركم إلى أجل مسمى ۚ قالوا إن أنتم إلا بشر مثلنا تريدون أن تصدونا عما كان يعبد آباؤنا فأتونا بسلطان مبين,قالت رسلهم افي الله شك فاطر السماوات والارض ۖ يدعوكم ليغفر لكم من ذنوبكم ويوخركم الي اجل مسمي ۚ قالوا ان انتم الا بشر مثلنا تريدون ان تصدونا عما كان يعبد اباونا فاتونا بسلطان مبين
1761,قالت لهم رسلهم إن نحن إلا بشر مثلكم ولكن الله يمن على من يشاء من عباده ۖ وما كان لنا أن نأتيكم بسلطان إلا بإذن الله ۚ وعلى الله فليتوكل المؤمنون,قالت لهم رسلهم ان نحن الا بشر مثلكم ولكن الله يمن علي من يشاء من عباده ۖ وما كان لنا ان ناتيكم بسلطان الا باذن الله ۚ وعلي الله فليتوكل المومنون
1762,وما لنا ألا نتوكل على الله وقد هدانا سبلنا ۚ ولنصبرن على ما آذيتمونا ۚ وعلى الله فليتوكل المتوكلون,وما لنا الا نتوكل علي الله وقد هدانا سبلنا ۚ ولنصبرن علي ما اذيتمونا ۚ وعلي الله فليتوكل المتوكلون
1763,وقال الذين كفروا لرسلهم لنخرجنكم من أرضنا أو لتعودن في ملتنا ۖ فأوحى إليهم ربهم لنهلكن الظالمين,وقال الذين كفروا لرسلهم لنخرجنكم من ارضنا او لتعودن في ملتنا ۖ فاوحي اليهم ربهم لنهلكن الظالمين
1764,ولنسكننكم الأرض من بعدهم ۚ ذلك لمن خاف مقامي وخاف وعيد,ولنسكننكم الارض من بعدهم ۚ ذلك لمن خاف مقامي وخاف وعيد
1765,واستفتحوا وخاب كل جبار عنيد,واستفتحوا وخاب كل جبار عنيد
1766,من ورائه جهنم ويسقى من ماء صديد,من ورايه جهنم ويسقي من ماء صديد
1767,يتجرعه ولا يكاد يسيغه ويأتيه الموت من كل مكان وما هو بميت ۖ ومن ورائه عذاب غليظ,يتجرعه ولا يكاد يسيغه وياتيه الموت من كل مكان وما هو بميت ۖ ومن ورايه عذاب غليظ
1768,مثل الذين كفروا بربهم ۖ أعمالهم كرماد اشتدت به الريح في يوم عاصف ۖ لا يقدرون مما كسبوا على شيء ۚ ذلك هو الضلال البعيد,مثل الذين كفروا بربهم ۖ اعمالهم كرماد اشتدت به الريح في يوم عاصف ۖ لا يقدرون مما كسبوا علي شيء ۚ ذلك هو الضلال البعيد
1769,ألم تر أن الله خلق السماوات والأرض بالحق ۚ إن يشأ يذهبكم ويأت بخلق جديد,الم تر ان الله خلق السماوات والارض بالحق ۚ ان يشا يذهبكم ويات بخلق جديد
1770,وما ذلك على الله بعزيز,وما ذلك علي الله بعزيز
1771,وبرزوا لله جميعا فقال الضعفاء للذين استكبروا إنا كنا لكم تبعا فهل أنتم مغنون عنا من عذاب الله من شيء ۚ قالوا لو هدانا الله لهديناكم ۖ سواء علينا أجزعنا أم صبرنا ما لنا من محيص,وبرزوا لله جميعا فقال الضعفاء للذين استكبروا انا كنا لكم تبعا فهل انتم مغنون عنا من عذاب الله من شيء ۚ قالوا لو هدانا الله لهديناكم ۖ سواء علينا اجزعنا ام صبرنا ما لنا من محيص
1772,وقال الشيطان لما قضي الأمر إن الله وعدكم وعد الحق ووعدتكم فأخلفتكم ۖ وما كان لي عليكم من سلطان إلا أن دعوتكم فاستجبتم لي ۖ فلا تلوموني ولوموا أنفسكم ۖ ما أنا بمصرخكم وما أنتم بمصرخي ۖ إني كفرت بما أشركتمون من قبل ۗ إن الظالمين لهم عذاب أليم,وقال الشيطان لما قضي الامر ان الله وعدكم وعد الحق ووعدتكم فاخلفتكم ۖ وما كان لي عليكم من سلطان الا ان دعوتكم فاستجبتم لي ۖ فلا تلوموني ولوموا انفسكم ۖ ما انا بمصرخكم وما انتم بمصرخي ۖ اني كفرت بما اشركتمون من قبل ۗ ان الظالمين لهم عذاب اليم
1773,وأدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار خالدين فيها بإذن ربهم ۖ تحيتهم فيها سلام,وادخل الذين امنوا وعملوا الصالحات جنات تجري من تحتها الانهار خالدين فيها باذن ربهم ۖ تحيتهم فيها سلام
1774,ألم تر كيف ضرب الله مثلا كلمة طيبة كشجرة طيبة أصلها ثابت وفرعها في السماء,الم تر كيف ضرب الله مثلا كلمه طيبه كشجره طيبه اصلها ثابت وفرعها في السماء
1775,تؤتي أكلها كل حين بإذن ربها ۗ ويضرب الله الأمثال للناس لعلهم يتذكرون,توتي اكلها كل حين باذن ربها ۗ ويضرب الله الامثال للناس لعلهم يتذكرون
1776,ومثل كلمة خبيثة كشجرة خبيثة اجتثت من فوق الأرض ما لها من قرار,ومثل كلمه خبيثه كشجره خبيثه اجتثت من فوق الارض ما لها من قرار
1777,يثبت الله الذين آمنوا بالقول الثابت في الحياة الدنيا وفي الآخرة ۖ ويضل الله الظالمين ۚ ويفعل الله ما يشاء,يثبت الله الذين امنوا بالقول الثابت في الحياه الدنيا وفي الاخره ۖ ويضل الله الظالمين ۚ ويفعل الله ما يشاء
1778,ألم تر إلى الذين بدلوا نعمت الله كفرا وأحلوا قومهم دار البوار,الم تر الي الذين بدلوا نعمت الله كفرا واحلوا قومهم دار البوار
1779,جهنم يصلونها ۖ وبئس القرار,جهنم يصلونها ۖ وبيس القرار
1780,وجعلوا لله أندادا ليضلوا عن سبيله ۗ قل تمتعوا فإن مصيركم إلى النار,وجعلوا لله اندادا ليضلوا عن سبيله ۗ قل تمتعوا فان مصيركم الي النار
1781,قل لعبادي الذين آمنوا يقيموا الصلاة وينفقوا مما رزقناهم سرا وعلانية من قبل أن يأتي يوم لا بيع فيه ولا خلال,قل لعبادي الذين امنوا يقيموا الصلاه وينفقوا مما رزقناهم سرا وعلانيه من قبل ان ياتي يوم لا بيع فيه ولا خلال
1782,الله الذي خلق السماوات والأرض وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم ۖ وسخر لكم الفلك لتجري في البحر بأمره ۖ وسخر لكم الأنهار,الله الذي خلق السماوات والارض وانزل من السماء ماء فاخرج به من الثمرات رزقا لكم ۖ وسخر لكم الفلك لتجري في البحر بامره ۖ وسخر لكم الانهار
1783,وسخر لكم الشمس والقمر دائبين ۖ وسخر لكم الليل والنهار,وسخر لكم الشمس والقمر دايبين ۖ وسخر لكم الليل والنهار
1784,وآتاكم من كل ما سألتموه ۚ وإن تعدوا نعمت الله لا تحصوها ۗ إن الإنسان لظلوم كفار,واتاكم من كل ما سالتموه ۚ وان تعدوا نعمت الله لا تحصوها ۗ ان الانسان لظلوم كفار
1785,وإذ قال إبراهيم رب اجعل هذا البلد آمنا واجنبني وبني أن نعبد الأصنام,واذ قال ابراهيم رب اجعل هذا البلد امنا واجنبني وبني ان نعبد الاصنام
1786,رب إنهن أضللن كثيرا من الناس ۖ فمن تبعني فإنه مني ۖ ومن عصاني فإنك غفور رحيم,رب انهن اضللن كثيرا من الناس ۖ فمن تبعني فانه مني ۖ ومن عصاني فانك غفور رحيم
1787,ربنا إني أسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاة فاجعل أفئدة من الناس تهوي إليهم وارزقهم من الثمرات لعلهم يشكرون,ربنا اني اسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاه فاجعل افيده من الناس تهوي اليهم وارزقهم من الثمرات لعلهم يشكرون
1788,ربنا إنك تعلم ما نخفي وما نعلن ۗ وما يخفى على الله من شيء في الأرض ولا في السماء,ربنا انك تعلم ما نخفي وما نعلن ۗ وما يخفي علي الله من شيء في الارض ولا في السماء
1789,الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق ۚ إن ربي لسميع الدعاء,الحمد لله الذي وهب لي علي الكبر اسماعيل واسحاق ۚ ان ربي لسميع الدعاء
1790,رب اجعلني مقيم الصلاة ومن ذريتي ۚ ربنا وتقبل دعاء,رب اجعلني مقيم الصلاه ومن ذريتي ۚ ربنا وتقبل دعاء
1791,ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب,ربنا اغفر لي ولوالدي وللمومنين يوم يقوم الحساب
1792,ولا تحسبن الله غافلا عما يعمل الظالمون ۚ إنما يؤخرهم ليوم تشخص فيه الأبصار,ولا تحسبن الله غافلا عما يعمل الظالمون ۚ انما يوخرهم ليوم تشخص فيه الابصار
1793,مهطعين مقنعي رءوسهم لا يرتد إليهم طرفهم ۖ وأفئدتهم هواء,مهطعين مقنعي رءوسهم لا يرتد اليهم طرفهم ۖ وافيدتهم هواء
1794,وأنذر الناس يوم يأتيهم العذاب فيقول الذين ظلموا ربنا أخرنا إلى أجل قريب نجب دعوتك ونتبع الرسل ۗ أولم تكونوا أقسمتم من قبل ما لكم من زوال,وانذر الناس يوم ياتيهم العذاب فيقول الذين ظلموا ربنا اخرنا الي اجل قريب نجب دعوتك ونتبع الرسل ۗ اولم تكونوا اقسمتم من قبل ما لكم من زوال
1795,وسكنتم في مساكن الذين ظلموا أنفسهم وتبين لكم كيف فعلنا بهم وضربنا لكم الأمثال,وسكنتم في مساكن الذين ظلموا انفسهم وتبين لكم كيف فعلنا بهم وضربنا لكم الامثال
1796,وقد مكروا مكرهم وعند الله مكرهم وإن كان مكرهم لتزول منه الجبال,وقد مكروا مكرهم وعند الله مكرهم وان كان مكرهم لتزول منه الجبال
1797,فلا تحسبن الله مخلف وعده رسله ۗ إن الله عزيز ذو انتقام,فلا تحسبن الله مخلف وعده رسله ۗ ان الله عزيز ذو انتقام
1798,يوم تبدل الأرض غير الأرض والسماوات ۖ وبرزوا لله الواحد القهار,يوم تبدل الارض غير الارض والسماوات ۖ وبرزوا لله الواحد القهار
1799,وترى المجرمين يومئذ مقرنين في الأصفاد,وتري المجرمين يوميذ مقرنين في الاصفاد
1800,سرابيلهم من قطران وتغشى وجوههم النار,سرابيلهم من قطران وتغشي وجوههم النار
1801,ليجزي الله كل نفس ما كسبت ۚ إن الله سريع الحساب,ليجزي الله كل نفس ما كسبت ۚ ان الله سريع الحساب
1802,هذا بلاغ للناس ولينذروا به وليعلموا أنما هو إله واحد وليذكر أولو الألباب,هذا بلاغ للناس ولينذروا به وليعلموا انما هو اله واحد وليذكر اولو الالباب
1803,بسم الله الرحمن الرحيم الر ۚ تلك آيات الكتاب وقرآن مبين,بسم الله الرحمن الرحيم الر ۚ تلك ايات الكتاب وقران مبين
1804,ربما يود الذين كفروا لو كانوا مسلمين,ربما يود الذين كفروا لو كانوا مسلمين
1805,ذرهم يأكلوا ويتمتعوا ويلههم الأمل ۖ فسوف يعلمون,ذرهم ياكلوا ويتمتعوا ويلههم الامل ۖ فسوف يعلمون
1806,وما أهلكنا من قرية إلا ولها كتاب معلوم,وما اهلكنا من قريه الا ولها كتاب معلوم
